C:\Users\samyt\Desktop\Winter_2022\CSI2520\Projet Integrateur\Partie 2 - Concurrente (Go)>go run map1.go
N = 20 and 10 consumer threads

Number of points: 232050
NW:(40.700000 , -74.000000)
Partition  153000000 : [ 701,   759]
Partition  163000000 : [  10,    21]
Partition  173000000 : [   0,     2]
Partition  183000000 : [   0,     1]
Partition  193000000 : [   0,     2]
Partition    4000000 : [   0,     3]
Partition   14000000 : [   0,     1]
Partition   83000000 : [2566,  2584]
Partition  123000000 : [1758,  1804]
Partition   34000000 : [  70,   102]
Partition   44000000 : [ 594,   639]
Partition   24000000 : [  12,    22]
Partition  103000000 : [2634,  2647]
Partition   93000000 : [2012,  2040]
Partition   64000000 : [1120,  1160]
Partition   74000000 : [1585,  1632]
Partition   54000000 : [ 915,   959]
Partition   73000000 : [2644,  2672]
Partition  113000000 : [2966,  2977]
Partition  104000000 : [1815,  1834]
Partition  144000000 : [1480,  1532]
Partition  101000000 : [2877,  2919]
Partition  174000000 : [   0,     6]
Partition  184000000 : [   0,     1]
Partition  194000000 : [   0,     0]
Partition    5000000 : [   0,     1]
Partition   15000000 : [   0,     0]
Partition   25000000 : [  19,    33]
Partition   35000000 : [  21,    39]
Partition  164000000 : [ 380,   426]
Partition   45000000 : [ 314,   346]
Partition  154000000 : [ 918,   989]
Partition   55000000 : [ 451,   495]
Partition   94000000 : [2493,  2509]
Partition   75000000 : [1178,  1229]
Partition   65000000 : [1037,  1104]
Partition   84000000 : [2872,  2899]
Partition   85000000 : [1733,  1762]
Partition  134000000 : [2946,  2981]
Partition  124000000 : [3706,  3714]
Partition   92000000 : [3291,  3335]
Partition   95000000 : [2650,  2664]
Partition  115000000 : [2838,  2838]
Partition  185000000 : [  18,    30]
Partition  195000000 : [   0,     1]
Partition    6000000 : [   0,     0]
Partition   16000000 : [   0,     0]
Partition   26000000 : [   6,    11]
Partition   36000000 : [  42,    61]
Partition   46000000 : [ 131,   148]
Partition  114000000 : [3913,  3914]
Partition   66000000 : [ 159,   189]
Partition   56000000 : [ 304,   335]
Partition  175000000 : [ 657,   700]
Partition  105000000 : [3217,  3222]
Partition  102000000 : [4103,  4119]
Partition   76000000 : [ 905,   961]
Partition  155000000 : [2127,  2169]
Partition   86000000 : [1419,  1461]
Partition  136000000 : [ 883,   934]
Partition  146000000 : [ 410,   443]
Partition  145000000 : [2499,  2537]
Partition   96000000 : [2315,  2349]
Partition  186000000 : [ 353,   381]
Partition  156000000 : [1097,  1152]
Partition    7000000 : [   0,     3]
Partition   17000000 : [   0,     3]
Partition  196000000 : [  24,    31]
Partition   37000000 : [   0,    11]
Partition   47000000 : [   0,     8]
Partition   57000000 : [  13,    27]
Partition   27000000 : [   0,     3]
Partition   67000000 : [ 121,   136]
Partition   77000000 : [  81,   121]
Partition  165000000 : [2444,  2477]
Partition  176000000 : [1796,  1828]
Partition  166000000 : [1151,  1194]
Partition  125000000 : [4512,  4512]
Partition  135000000 : [3631,  3664]
Partition  147000000 : [   0,    17]
Partition  137000000 : [ 555,   611]
Partition  157000000 : [ 311,   338]
Partition  126000000 : [3765,  3765]
Partition   87000000 : [1301,  1346]
Partition  197000000 : [ 250,   274]
Partition    8000000 : [   0,     0]
Partition   18000000 : [   0,     3]
Partition   28000000 : [   0,     1]
Partition   38000000 : [   0,     2]
Partition   48000000 : [   0,     5]
Partition   58000000 : [   0,     8]
Partition   68000000 : [   0,     1]
Partition   78000000 : [   0,     8]
Partition   88000000 : [   3,    24]
Partition  116000000 : [3613,  3614]
Partition  187000000 : [1422,  1473]
Partition  167000000 : [ 972,  1007]
Partition  177000000 : [1032,  1084]
Partition   97000000 : [1838,  1890]
Partition  148000000 : [ 107,   124]
Partition  158000000 : [   0,    13]
Partition  168000000 : [ 464,   492]
Partition   98000000 : [ 823,   860]
Partition  178000000 : [1019,  1070]
Partition  198000000 : [ 925,   973]
Partition    9000000 : [   0,     0]
Partition   19000000 : [   0,     5]
Partition   29000000 : [   0,     5]
Partition   39000000 : [   0,     2]
Partition   49000000 : [   0,     4]
Partition   59000000 : [   0,     1]
Partition   69000000 : [   0,     1]
Partition   79000000 : [   0,     3]
Partition   89000000 : [   0,     3]
Partition   99000000 : [  14,    36]
Partition  188000000 : [ 822,   865]
Partition  109000000 : [ 897,   956]
Partition  138000000 : [1477,  1515]
Partition  108000000 : [2655,  2672]
Partition  106000000 : [5278,  5278]
Partition  159000000 : [ 109,   131]
Partition  169000000 : [   0,    14]
Partition  179000000 : [ 547,   564]
Partition  149000000 : [ 993,  1033]
Partition  107000000 : [4251,  4252]
Partition   10000000 : [   0,     0]
Partition   20000000 : [   7,     8]
Partition   30000000 : [   7,    24]
Partition   40000000 : [   0,     2]
Partition   50000000 : [   0,     4]
Partition   60000000 : [   0,     1]
Partition   70000000 : [   0,     3]
Partition   80000000 : [   0,     4]
Partition   90000000 : [   0,     6]
Partition  100000000 : [   0,     5]
Partition  199000000 : [ 181,   232]
Partition  110000000 : [  86,   119]
Partition  189000000 : [ 741,   777]
Partition  119000000 : [2461,  2493]
Partition  118000000 : [4073,  4083]
Partition  139000000 : [2173,  2203]
Partition  130000000 : [1734,  1778]
Partition  180000000 : [   0,     7]
Partition  140000000 : [2013,  2054]
Partition  120000000 : [1454,  1497]
Partition   11000000 : [   0,     2]
Partition   21000000 : [   0,    15]
Partition   31000000 : [  16,    47]
Partition   41000000 : [  39,    43]
Partition   51000000 : [  29,    30]
Partition   61000000 : [  29,    30]
Partition   71000000 : [   0,     5]
Partition   81000000 : [   0,     3]
Partition   91000000 : [   0,     7]
Partition  101000000 : [   0,     7]
Partition  111000000 : [   6,    17]
Partition  200000000 : [ 179,   212]
Partition  170000000 : [ 157,   177]
Partition  190000000 : [ 246,   268]
Partition  121000000 : [ 388,   426]
Partition  150000000 : [2550,  2573]
Partition  160000000 : [1696,  1721]
Partition  181000000 : [  64,    75]
Partition  191000000 : [  16,    20]
Partition  201000000 : [ 169,   186]
Partition   12000000 : [   0,     2]
Partition   22000000 : [   0,     6]
Partition   32000000 : [   6,    16]
Partition   42000000 : [  49,    57]
Partition   52000000 : [  29,    33]
Partition   62000000 : [  29,    31]
Partition   72000000 : [   0,     6]
Partition   82000000 : [   0,     3]
Partition   92000000 : [   0,     8]
Partition  102000000 : [   0,     7]
Partition  112000000 : [   0,     9]
Partition  122000000 : [  37,    50]
Partition  117000000 : [4727,  4727]
Partition  171000000 : [1457,  1474]
Partition  141000000 : [1858,  1902]
Partition  127000000 : [5406,  5407]
Partition  131000000 : [1571,  1627]
Partition  132000000 : [1129,  1165]
Partition  192000000 : [  41,    47]
Partition  202000000 : [   1,    19]
Partition   13000000 : [   0,     1]
Partition   23000000 : [   0,     3]
Partition   33000000 : [   3,    16]
Partition   43000000 : [   0,     0]
Partition   53000000 : [  16,    20]
Partition   63000000 : [   0,    12]
Partition  161000000 : [2329,  2363]
Partition   83000000 : [   0,     3]
Partition   93000000 : [   4,    32]
Partition  103000000 : [   0,    13]
Partition  113000000 : [   6,    12]
Partition  123000000 : [   0,     4]
Partition   73000000 : [  49,    60]
Partition  151000000 : [2644,  2689]
Partition  133000000 : [ 414,   435]
Partition  152000000 : [1762,  1832]
Partition  182000000 : [1008,  1036]
Partition  142000000 : [2146,  2198]
Partition  129000000 : [3801,  3825]
Partition  193000000 : [ 610,   630]
Partition  203000000 : [  17,    34]
Partition   14000000 : [   0,     1]
Partition   24000000 : [   0,     1]
Partition   44000000 : [   0,     2]
Partition   54000000 : [   0,    10]
Partition  153000000 : [1551,  1603]
Partition   74000000 : [   0,     2]
Partition   84000000 : [  13,    14]
Partition   34000000 : [   0,    12]
Partition   94000000 : [  32,    41]
Partition   64000000 : [  21,    29]
Partition  104000000 : [  30,    41]
Partition  114000000 : [  16,    20]
Partition  144000000 : [  53,    75]
Partition  124000000 : [   0,     2]
Partition  134000000 : [   2,    14]
Partition  162000000 : [2259,  2314]
Partition  183000000 : [1301,  1343]
Partition  194000000 : [  75,   103]
Partition  204000000 : [  52,    71]
Partition   15000000 : [   0,     1]
Partition   25000000 : [   0,     0]
Partition   35000000 : [   0,     2]
Partition   45000000 : [   0,     1]
Partition   55000000 : [   0,     2]
Partition   65000000 : [   0,     2]
Partition   75000000 : [   0,     2]
Partition   85000000 : [   0,     1]
Partition   95000000 : [   6,    13]
Partition  105000000 : [  26,    50]
Partition  115000000 : [  26,    37]
Partition  125000000 : [   0,     7]
Partition  135000000 : [   2,    10]
Partition  145000000 : [   0,     5]
Partition  184000000 : [ 343,   377]
Partition  143000000 : [1835,  1875]
Partition  173000000 : [1579,  1632]
Partition  185000000 : [ 124,   156]
Partition  163000000 : [1594,  1652]
Partition  195000000 : [  67,   103]
Partition  205000000 : [  23,    43]
Partition   16000000 : [   0,     1]
Partition   36000000 : [   0,     2]
Partition   46000000 : [   0,     0]
Partition   56000000 : [   0,     3]
Partition   66000000 : [   0,     1]
Partition   76000000 : [   0,     3]
Partition   86000000 : [   0,     2]
Partition   96000000 : [   0,     2]
Partition   26000000 : [   0,     1]
Partition  106000000 : [  40,    56]
Partition  175000000 : [ 462,   521]
Partition  136000000 : [   0,     4]
Partition  146000000 : [   0,     6]
Partition  156000000 : [   0,     1]
Partition  116000000 : [  62,    89]
Partition  126000000 : [   0,     9]
Partition  176000000 : [   0,    29]
Partition  186000000 : [  66,    88]
Partition  166000000 : [  77,    91]
Partition   17000000 : [   0,     0]
Partition  206000000 : [  37,    59]
Partition   37000000 : [   0,     2]
Partition   27000000 : [   0,     1]
Partition   57000000 : [   0,     1]
Partition   67000000 : [   0,     0]
Partition   77000000 : [   0,     1]
Partition  196000000 : [ 110,   131]
Partition  172000000 : [2666,  2699]
Partition   97000000 : [   2,    13]
Partition  107000000 : [   2,    26]
Partition   47000000 : [   0,     0]
Partition  137000000 : [   6,    10]
Partition  147000000 : [   0,     6]
Partition  157000000 : [   0,     2]
Partition  117000000 : [  48,    77]
Partition  177000000 : [   0,     3]
Partition  187000000 : [   6,    14]
Partition  167000000 : [   0,     1]
Partition  207000000 : [  52,    75]
Partition   18000000 : [   0,     0]
Partition   28000000 : [   0,     0]
Partition   38000000 : [   0,     0]
Partition   48000000 : [   0,     1]
Partition   58000000 : [   0,     2]
Partition   68000000 : [   0,     0]
Partition   78000000 : [   0,     1]
Partition   88000000 : [   0,     5]
Partition   87000000 : [   0,     4]
Partition  108000000 : [   0,    37]
Partition  127000000 : [  36,    57]
Partition  174000000 : [ 969,  1036]
Partition  138000000 : [   6,    20]
Partition  148000000 : [   0,     4]
Partition  154000000 : [1104,  1159]
Partition  168000000 : [   0,     1]
Partition  178000000 : [   0,     1]
Partition  188000000 : [   0,     0]
Partition  198000000 : [   0,     4]
Partition  208000000 : [  31,    50]
Partition   19000000 : [   0,     0]
Partition   29000000 : [   0,     0]
Partition   39000000 : [   0,     0]
Partition  118000000 : [  25,    45]
Partition   59000000 : [   0,     0]
Partition   69000000 : [   0,     0]
Partition   79000000 : [   0,     1]
Partition   89000000 : [   0,     7]
Partition   99000000 : [  20,    39]
Partition  164000000 : [1129,  1170]
Partition  158000000 : [   0,     1]
Partition   49000000 : [   0,     0]
Partition  165000000 : [1060,  1102]
Partition  128000000 : [  12,    44]
Partition  159000000 : [   0,     1]
Partition  169000000 : [   0,     0]
Partition  179000000 : [   0,     2]
Partition  189000000 : [   0,     0]
Partition  199000000 : [   0,     1]
Partition  209000000 : [   0,     5]
Partition  139000000 : [   8,    32]
Partition  149000000 : [  18,    28]
Partition  197000000 : [  51,    66]
Partition  155000000 : [ 747,   778]
Partition   98000000 : [   0,    33]
Partition  109000000 : [  18,    32]
Partition  119000000 : [   6,    22]
Partition  129000000 : [   3,    27]
Partition  128000000 : [5835,  5836]

Execution time: 4.1016413s of 255300 points
